lookup_name,lookup_name_norm,drug_category,lookup_type,match_pattern,source,nomor_registrasi,zat_aktif
NOVACIN 500,NOVACIN 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL2234014817A1,LEVOFLOXACIN HEMIHYDRATE
NOVACYCLINE,NOVACYCLINE,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL0234001201A1,TETRACYCLINE HYDROCHLORIDE
NOVACYCLINE 500,NOVACYCLINE 500,antibiotik_tetrasiklin,product,TETRACYCLINE,curated_rule,DKL0234000601B1,TETRACYCLINE HYDROCHLORIDE
NOVAFLOX 500,NOVAFLOX 500,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL0634006009A1,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
NOVALES,NOVALES,statin,product,PRAVASTATIN,curated_rule,DKL0033501610A1 | DKL0033501610B1,PRAVASTATIN SODIUM
NOVAREN 50,NOVAREN 50,nsaid,product,DICLOFENAC,curated_rule,DKL2234014615A1,DICLOFENAC SODIUM
NOVASTAN,NOVASTAN,nsaid,product,MEFENAMIC,curated_rule,DKL0234001009A1 | DKL0734007933A1,MEFENAMIC ACID
NOVAXICAM,NOVAXICAM,nsaid,product,PIROXICAM,curated_rule,DKL0334002201A1,PIROXICAM
NOVAXIFEN 200,NOVAXIFEN 200,nsaid,product,IBUPROFEN,curated_rule,DTL1034009917A1,IBUPROFEN
NOVAXIFEN 400,NOVAXIFEN 400,nsaid,product,IBUPROFEN,curated_rule,DKL1034009917A1,IBUPROFEN
NOVAXIFEN FORTE,NOVAXIFEN FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL1934012633A1,IBUPROFEN
NOVAXIFEN RASA STRAWBERRY,NOVAXIFEN RASA STRAWBERRY,nsaid,product,IBUPROFEN,curated_rule,DTL1034010133A1,IBUPROFEN
NOVEXIB,NOVEXIB,nsaid,product,CELECOXIB,curated_rule,DKL1333528301A1 | DKL1333528301B1,CELECOXIB
NOVEXIB EXPORT,NOVEXIB EXPORT,nsaid,product,CELECOXIB,curated_rule,LKE25335019,CELECOXIB
NOVORAPID,NOVORAPID,antidiabetes,product,INSULIN,curated_rule,DKI1542000343A1,INSULIN ASPART
NUBREX 100,NUBREX 100,nsaid,product,CELECOXIB,curated_rule,DKL1908026701A1,CELECOXIB
NUBREX 200,NUBREX 200,nsaid,product,CELECOXIB,curated_rule,DKL1908026701B1,CELECOXIB
NUCOXI 15,NUCOXI 15,nsaid,product,MELOXICAM,curated_rule,DKL2043004510A1,MELOXICAM
NUCOXI 7.5,NUCOXI 7 5,nsaid,product,MELOXICAM,curated_rule,DKL2043004510B1,MELOXICAM
NUFEN,NUFEN,nsaid,product,DEXKETOPROFEN,curated_rule,DKL2043004017A1 | DKL2043004443A1,DEXKETOPROFEN TROMETAMOL
NUFLOX,NUFLOX,antibiotik_fluorokuinolon,product,MOXIFLOXACIN,curated_rule,DKL1943003409A1,MOXIFLOXACIN HYDROCHLORIDE
NUGIN RX,NUGIN RX,xantin,product,CAFFEINE,curated_rule,DKL2543012309A1,CAFFEINE
NULIPID 10,NULIPID 10,statin,product,ATORVASTATIN,curated_rule,DKL1808025817A1,ATORVASTATIN CALCIUM TRIHYDRATE
NULIPID 20,NULIPID 20,statin,product,ATORVASTATIN,curated_rule,DKL1808025817B1,ATORVASTATIN CALCIUM TRIHYDRATE
NULYN - 150,NULYN 150,antikonvulsan,product,PREGABALIN,curated_rule,DKL2043004701A1,PREGABALIN
NULYN - 75,NULYN 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL2043004701B1,PREGABALIN
NUZARTAN,NUZARTAN,ace_arb,product,TELMISARTAN,curated_rule,DKL2018218410A1 | DKL2118200210A1,TELMISARTAN | TELMISARTAN GRANULE
OBAT NYERI OTOT U55,OBAT NYERI OTOT U55,nsaid,product,IBUPROFEN,curated_rule,DTL2004703123A1.,PARACETAMOL. IBUPROFEN
OBAT SAKIT KEPALA CAP KAKI TIGA,OBAT SAKIT KEPALA CAP KAKI TIGA,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL1434400423A1,ACETYLSALICYLIC ACID
OBAT SAKIT KEPALA CAP KAKI TIGA,OBAT SAKIT KEPALA CAP KAKI TIGA,xantin,product,CAFFEINE,curated_rule,DBL1434400423A1,CAFFEINE
OBAT SAKIT KEPALA CAP PEDANG,OBAT SAKIT KEPALA CAP PEDANG,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL2003400723A1,ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE
OBAT SAKIT KEPALA CAP PEDANG,OBAT SAKIT KEPALA CAP PEDANG,xantin,product,CAFFEINE,curated_rule,DBL2003400723A1,ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE
OBAT SAKIT KEPALA U55 EXTRA,OBAT SAKIT KEPALA U55 EXTRA,nsaid,product,IBUPROFEN,curated_rule,DTL2004703023A1,PARACETAMOL. IBUPROFEN. CAFFEINE
OBAT SAKIT KEPALA U55 EXTRA,OBAT SAKIT KEPALA U55 EXTRA,xantin,product,CAFFEINE,curated_rule,DTL2004703023A1,PARACETAMOL. IBUPROFEN. CAFFEINE
OBAT SAKIT KEPALA UI,OBAT SAKIT KEPALA UI,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL1704702923A1,ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL
OBAT SAKIT KEPALA UI,OBAT SAKIT KEPALA UI,xantin,product,CAFFEINE,curated_rule,DBL1704702923A1,ACETYLSALICYLIC ACID. CAFFEINE. PARACETAMOL
OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,active_alias,OFLOXACIN,curated_rule,,OFLOXACIN
OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,product,OFLOXACIN,curated_rule,GKL0433510217A1 | GKL0433510217B1 | GKL1205046449A1 | GKL2008519548A1 | GKL2106320146A1 | GKL2106320248A1 | GKL9720921417B1 | LKE24209021,OFLOXACIN
OFLOXACIN 200,OFLOXACIN 200,antibiotik_fluorokuinolon,product,OFLOXACIN,curated_rule,LKE25209024,OFLOXACIN
OLMESARTAN,OLMESARTAN,ace_arb,active_alias,OLMESARTAN,curated_rule,,OLMESARTAN
OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,ace_arb,product,OLMESARTAN,curated_rule,GKL2533558917A1,OLMESARTAN MEDOXOMIL
OLMETEC,OLMETEC,ace_arb,product,OLMESARTAN,curated_rule,DKI1890701717A1 | DKI1890701717B1,OLMESARTAN MEDOXOMIL
OLMEVEL 40,OLMEVEL 40,ace_arb,product,OLMESARTAN,curated_rule,DKL2533558817A1,OLMESARTAN MEDOXOMIL
OLODUO,OLODUO,ace_arb,product,OLMESARTAN,curated_rule,DKI1949000217A1 | DKI1949000217B1,ROSUVASTATIN CALCIUM. OLMESARTAN MEDOXOMIL
OLODUO,OLODUO,statin,product,ROSUVASTATIN,curated_rule,DKI1949000217A1 | DKI1949000217B1,ROSUVASTATIN CALCIUM. OLMESARTAN MEDOXOMIL
OMEPROKSIL,OMEPROKSIL,antibiotik_fluorokuinolon,product,CIPROFLOXACIN,curated_rule,DKL9916906809A1,CIPROFLOXACIN HYDROCHLORIDE | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
OMERETIK,OMERETIK,nsaid,product,PIROXICAM,curated_rule,DKL9216905301A1,PIROXICAM
OMESIVASK 10,OMESIVASK 10,ccb,product,AMLODIPINE,curated_rule,DKL1316911310B1,AMLODIPINE BESILATE
OMESIVASK 5,OMESIVASK 5,ccb,product,AMLODIPINE,curated_rule,DKL1316911310A1,AMLODIPINE BESILATE
OMESTAN,OMESTAN,nsaid,product,MEFENAMIC,curated_rule,DKL0916911033A1 | DKL9316905609A1,MEFENAMIC ACID
OMESTAN 500,OMESTAN 500,nsaid,product,MEFENAMIC,curated_rule,DKL9316905609A1 | DKL9316905609A2,MEFENAMIC ACID
OPARIN,OPARIN,antikoagulan,product,HEPARIN,curated_rule,DTL1421644228A1,HEPARIN SODIUM
OPEXA,OPEXA,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1941501246A1,LEVOFLOXACIN HEMIHYDRATE
OPIGLIT 15,OPIGLIT 15,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL1718828510A1,PIOGLITAZONE HYDROCHLORIDE
OPIGLIT 30,OPIGLIT 30,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL1718828510B1,PIOGLITAZONE HYDROCHLORIDE
OPIPENTIN,OPIPENTIN,antikonvulsan,product,GABAPENTIN,curated_rule,DKL1418827001A1,GABAPENTIN
OPISTAN,OPISTAN,nsaid,product,MEFENAMIC,curated_rule,DKL8818803909A1,MEFENAMIC ACID
OPITOR 20,OPITOR 20,statin,product,ATORVASTATIN,curated_rule,DKL2518835417A1,ATORVASTATIN CALCIUM TRIHYDRATE
OPTIFLOX,OPTIFLOX,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL1106313246A1,LEVOFLOXACIN HEMIHYDRATE
ORAPROFEN FORTE,ORAPROFEN FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL0816702033B1,IBUPROFEN
ORARHEUMA,ORARHEUMA,nsaid,product,IBUPROFEN,curated_rule,DTL1616703404A1,PARACETAMOL. IBUPROFEN
ORIKAF,ORIKAF,nsaid,product,ETORICOXIB,curated_rule,DKL2444409617A1,ETORICOXIB
ORINOX 120,ORINOX 120,nsaid,product,ETORICOXIB,curated_rule,DKL1705055217C1,ETORICOXIB
ORINOX 60,ORINOX 60,nsaid,product,ETORICOXIB,curated_rule,DKL1705055217A1,ETORICOXIB
ORINOX 90,ORINOX 90,nsaid,product,ETORICOXIB,curated_rule,DKL1705055217B1,ETORICOXIB
ORVAST 10,ORVAST 10,statin,product,ATORVASTATIN,curated_rule,DKL1604526017A1,ATORVASTATIN CALCIUM TRIHYDRATE
ORVAST 20,ORVAST 20,statin,product,ATORVASTATIN,curated_rule,DKL1604526017B1,ATORVASTATIN CALCIUM TRIHYDRATE
ORVAST 40,ORVAST 40,statin,product,ATORVASTATIN,curated_rule,DKL1604526017C1,ATORVASTATIN CALCIUM TRIHYDRATE
OSKADON,OSKADON,xantin,product,CAFFEINE,curated_rule,DBL8730700110A1,CAFFEINE | PARACETAMOL. CAFFEINE
OSKADON EXTRA,OSKADON EXTRA,nsaid,product,IBUPROFEN,curated_rule,DTL1030705210A1,IBUPROFEN. CAFFEINE. PARACETAMOL | PARACETAMOL. IBUPROFEN. CAFFEINE
OSKADON EXTRA,OSKADON EXTRA,xantin,product,CAFFEINE,curated_rule,DBL1030705210A1 | DTL1030705210A1,CAFFEINE | IBUPROFEN. CAFFEINE. PARACETAMOL | PARACETAMOL. CAFFEINE | PARACETAMOL. IBUPROFEN. CAFFEINE
OSKADON MIGRA,OSKADON MIGRA,xantin,product,CAFFEINE,curated_rule,DTL0830703910A1,CAFFEINE
OSKADON SP,OSKADON SP,nsaid,product,IBUPROFEN,curated_rule,DTL9930702510A1,IBUPROFEN
OSKADON SP NEURO,OSKADON SP NEURO,nsaid,product,IBUPROFEN,curated_rule,DTL2430710417A1,IBUPROFEN. THIAMINE MONONITRATE. PYRIDOXINE HYDROCHLORIDE. CYANOCOBALAMIN
OSTARIN,OSTARIN,nsaid,product,IBUPROFEN,curated_rule,DTL0318817333A1,IBUPROFEN
OSTARIN FORTE,OSTARIN FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL0318817333B1,IBUPROFEN
OSTELOX,OSTELOX,nsaid,product,MELOXICAM,curated_rule,DKL0322238453A1,MELOXICAM
OSTELOX 15,OSTELOX 15,nsaid,product,MELOXICAM,curated_rule,DKL0422239210B1,MELOXICAM
"OSTELOX 7,5",OSTELOX 7 5,nsaid,product,MELOXICAM,curated_rule,DKL0422239210A1,MELOXICAM
OXCAM,OXCAM,nsaid,product,MELOXICAM,curated_rule,DKL0823410610A1,MELOXICAM
PANADOL EXTRA,PANADOL EXTRA,xantin,product,CAFFEINE,curated_rule,DBL9424502004A1,CAFFEINE | CAFFEINE. PARACETAMOL | PARACETAMOL. CAFFEINE
PANAGRIP EXTRA,PANAGRIP EXTRA,xantin,product,CAFFEINE,curated_rule,DBL2660400210A1,CAFFEINE
PANSIPTIN 100,PANSIPTIN 100,antidiabetes,product,SITAGLIPTIN,curated_rule,DKI2467300117B1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
PANSIPTIN 50,PANSIPTIN 50,antidiabetes,product,SITAGLIPTIN,curated_rule,DKI2467300117A1,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
PANSTONAL,PANSTONAL,nsaid,product,MEFENAMIC,curated_rule,DKL9016003904A1,MEFENAMIC ACID
PARACETAMOL + CAFFEIN ANHYDROUS + PHENYLEPHRINE HCL,PARACETAMOL CAFFEIN ANHYDROUS PHENYLEPHRINE HCL,xantin,product,CAFFEINE,curated_rule,LKE14147029,PARACETAMOL. CAFFEINE. PHENYLEPHRINE HYDROCHLORIDE
PARACETINE F,PARACETINE F,xantin,product,CAFFEINE,curated_rule,DBL1906319004A1,CAFFEINE | PARACETAMOL. CAFFEINE
PARAIBU,PARAIBU,nsaid,product,IBUPROFEN,curated_rule,DTL2025906804A1,PARACETAMOL. IBUPROFEN
PARAMEX,PARAMEX,xantin,product,CAFFEINE,curated_rule,DTL7813003810A1,CAFFEINE | PARACETAMOL. CAFFEINE. DEXCHLORPHENIRAMINE MALEATE. PROPYPHENAZONE
PARAMEX AKTIF,PARAMEX AKTIF,xantin,product,CAFFEINE,curated_rule,DBL1713026204A1,CAFFEINE
PARAMEX NYERI OTOT,PARAMEX NYERI OTOT,nsaid,product,IBUPROFEN,curated_rule,DTL9613013110A1,IBUPROFEN | PARACETAMOL. IBUPROFEN
PARAMEX SK,PARAMEX SK,xantin,product,CAFFEINE,curated_rule,DBL1713026204A1,CAFFEINE. PARACETAMOL | PARACETAMOL. CAFFEINE
PARANOX,PARANOX,nsaid,product,IBUPROFEN,curated_rule,DTL2006512110A1,IBUPROFEN
PARAPROFEN,PARAPROFEN,nsaid,product,IBUPROFEN,curated_rule,DTL1918908004A1,IBUPROFEN | PARACETAMOL. IBUPROFEN
PARAZON,PARAZON,xantin,product,CAFFEINE,curated_rule,DTL8606303009A1,PROPYPHENAZONE. CAFFEINE. PARACETAMOL
PARIN E,PARIN E,antikoagulan,product,ENOXAPARIN,curated_rule,DKI2535501043A1,ENOXAPARIN SODIUM
PAVARTAN 160,PAVARTAN 160,ace_arb,product,VALSARTAN,curated_rule,DKL1921026409A1,VALSARTAN
PAVARTAN 80,PAVARTAN 80,ace_arb,product,VALSARTAN,curated_rule,DKL1821024517A1,VALSARTAN
PEHASTAN,PEHASTAN,nsaid,product,MEFENAMIC,curated_rule,DKL8519903309A1,MEFENAMIC ACID
PERIOCLINE,PERIOCLINE,antibiotik_tetrasiklin,product,MINOCYCLINE,curated_rule,DKI2158400197A1,MINOCYCLINE HYDROCHLORIDE
PGB,PGB,antikonvulsan,product,PREGABALIN,curated_rule,DKL1934611601C1,PREGABALIN
PGB 150,PGB 150,antikonvulsan,product,PREGABALIN,curated_rule,DKL1434611601B1,PREGABALIN
PGB 75,PGB 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL1434611601A1,PREGABALIN
PHAMINOV,PHAMINOV,xantin,product,AMINOPHYLLINE,curated_rule,DKL0919927343A1,AMINOPHYLLINE
PHARMANEURO,PHARMANEURO,antikonvulsan,product,GABAPENTIN,curated_rule,DKL2240703301A1 | DKL2240703301B1,GABAPENTIN
PHENELZINE,PHENELZINE,maoi,active_alias,PHENELZINE,curated_rule,,PHENELZINE
PHENYTOIN,PHENYTOIN,antikonvulsan,active_alias,PHENYTOIN,curated_rule,,PHENYTOIN
PHENYTOIN SODIUM,PHENYTOIN SODIUM,antikonvulsan,product,PHENYTOIN,curated_rule,GKL1315714643A1 | GKL1333311043A1 | GKL1515623643A1 | GKL1805061243A1 | GKL1806718743A1 | GKL7809320501A1 | GKL9819920843A1 | GKL9909314843A1,PHENYTOIN SODIUM
PIM-TRA-KOL SK,PIM TRA KOL SK,xantin,product,CAFFEINE,curated_rule,LKE19189004,CAFFEINE | PARACETAMOL. CAFFEINE
PIMTRACOLD,PIMTRACOLD,xantin,product,CAFFEINE,curated_rule,LKE21189008,CHLORPHENAMINE MALEATE. CAFFEINE. PARACETAMOL. PSEUDOEPHEDRINE HYDROCHLORIDE
PIO - LN 30,PIO LN 30,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL1719618810A1,PIOGLITAZONE HYDROCHLORIDE
PIOGLITAZONE,PIOGLITAZONE,antidiabetes,active_alias,PIOGLITAZONE,curated_rule,,PIOGLITAZONE
PIOGLITAZONE HCL,PIOGLITAZONE HCL,antidiabetes,product,PIOGLITAZONE,curated_rule,GKL1613711110B1 | GKL1718828610A1 | GKL1718828610B1 | GKL1719618910A1 | GKL2508522010A1,PIOGLITAZONE HYDROCHLORIDE
PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,antidiabetes,product,PIOGLITAZONE,curated_rule,GKL1431536610A1 | GKL1431536610B1 | GKL1513711110A1 | GKL1705059310A1 | GKL1705059310B1 | GKL1933544710A1 | GKL2133544710B1,PIOGLITAZONE HYDROCHLORIDE
PIONIX 15,PIONIX 15,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL0904426510A1,PIOGLITAZONE HYDROCHLORIDE
PIONIX 30,PIONIX 30,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL0904426510B1,PIOGLITAZONE HYDROCHLORIDE
PIROFEL 10,PIROFEL 10,nsaid,product,PIROXICAM,curated_rule,DKL8722207501A1,PIROXICAM
PIROFEL 20,PIROFEL 20,nsaid,product,PIROXICAM,curated_rule,DKL8722207501B1,PIROXICAM
PIROFLEX,PIROFLEX,nsaid,product,PIROXICAM,curated_rule,DTL1806509528A1,PIROXICAM
PIROXICAM,PIROXICAM,nsaid,active_alias,PIROXICAM,curated_rule,,PIROXICAM
PIROXICAM,PIROXICAM,nsaid,product,PIROXICAM,curated_rule,GKL0733209210A1 | GKL0807117410A1 | GKL0807117410B1 | GKL1136703201A1 | GKL1234009010A1 | GKL1234009010B1 | GKL1325804110A1 | GKL1325804110B1 | GKL1716705801A1 | GKL1928917710A1 | GKL1928917710B1 | GKL2121028401A1 | GKL2121028401B1 | GKL9320911901A1 | GKL9732701110A1 | GKL9807103901A1 | GKL9807103901B1 | GKL9832701110B1 | GKL9917106701A1,PIROXICAM
PIROXICAM 10,PIROXICAM 10,nsaid,product,PIROXICAM,curated_rule,GKL0631111110A1,PIROXICAM
PIROXICAM 20,PIROXICAM 20,nsaid,product,PIROXICAM,curated_rule,GKL0631111110B1 | LKE25209023,PIROXICAM
PITAVASTATIN,PITAVASTATIN,statin,active_alias,PITAVASTATIN,curated_rule,,PITAVASTATIN
PITAVASTATIN CALCIUM HYDRATE,PITAVASTATIN CALCIUM HYDRATE,statin,product,PITAVASTATIN,curated_rule,GKL2432723617A1 | GKL2432723617B1,PITAVASTATIN CALCIUM HYDRATE
POLDAN MIG,POLDAN MIG,nsaid,product,ACETYLSALICYLIC,curated_rule,DBL0022231404A1 | DBL0022231409A1 | LKE25222018,ACETYLSALICYLIC ACID | PARACETAMOL. ACETYLSALICYLIC ACID. CAFFEINE | PARACETAMOL. CAFFEINE ANHYDROUS. ACETYLSALICYLIC ACID
POLDAN MIG,POLDAN MIG,xantin,product,CAFFEINE,curated_rule,DBL0022231404A1 | DBL0022231409A1 | LKE25222018,CAFFEINE ANHYDROUS | PARACETAMOL. ACETYLSALICYLIC ACID. CAFFEINE | PARACETAMOL. CAFFEINE ANHYDROUS. ACETYLSALICYLIC ACID
PONALAR 500,PONALAR 500,nsaid,product,MEFENAMIC,curated_rule,DKL9004205209A1,MEFENAMIC ACID
PONALAR FORTE,PONALAR FORTE,nsaid,product,MEFENAMIC,curated_rule,DKL9004205209A1,MEFENAMIC ACID
PONDEX,PONDEX,nsaid,product,MEFENAMIC,curated_rule,DKL8505000933A2,MEFENAMIC ACID
PONSAMIC - 500,PONSAMIC 500,nsaid,product,MEFENAMIC,curated_rule,DKL9808010217A1,MEFENAMIC ACID
PONSTAD,PONSTAD,nsaid,product,MEFENAMIC,curated_rule,DKL2043700204A1,MEFENAMIC ACID
PONSTAN,PONSTAN,nsaid,product,MEFENAMIC,curated_rule,LKE11198001,MEFENAMIC ACID
PONSTAN FCT,PONSTAN FCT,nsaid,product,MEFENAMIC,curated_rule,DKL8519807117A1,MEFENAMIC ACID
PONSTELAX 500,PONSTELAX 500,nsaid,product,MEFENAMIC,curated_rule,DKL8304104909A1,MEFENAMIC ACID
POTAFLAM - 50,POTAFLAM 50,nsaid,product,DICLOFENAC,curated_rule,DKL2010811109A1,DICLOFENAC POTASSIUM
PRABETIC 15,PRABETIC 15,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL1231532910A1,PIOGLITAZONE HYDROCHLORIDE
PRABETIC 30,PRABETIC 30,antidiabetes,product,PIOGLITAZONE,curated_rule,DKL1231532910B1,PIOGLITAZONE HYDROCHLORIDE
PRADAXA,PRADAXA,antikoagulan,product,DABIGATRAN,curated_rule,DKI0952502201A1 | DKI0952502201B1 | DKI1152502201C1 | DKI2452504001A1 | DKI2452504001B1 | DKI2452504001C1,DABIGATRAN ETEXILATE | DABIGATRAN ETEXILATE MESILATE
PRAFENTA,PRAFENTA,nsaid,product,IBUPROFEN,curated_rule,DTL2130912710A1,IBUPROFEN
PRAVASTATIN,PRAVASTATIN,statin,active_alias,PRAVASTATIN,curated_rule,,PRAVASTATIN
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,statin,product,PRAVASTATIN,curated_rule,GKL0433512210B1 | GKL2105065210A1 | GKL2105065210B1,PRAVASTATIN SODIUM
PRAVINAT 10,PRAVINAT 10,statin,product,PRAVASTATIN,curated_rule,DKL0817623004A1,PRAVASTATIN SODIUM
PRAVINAT 20,PRAVINAT 20,statin,product,PRAVASTATIN,curated_rule,DKL0817623004B1,PRAVASTATIN SODIUM
PREBALIN 75,PREBALIN 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL2519620501A1,PREGABALIN
PREGABALIN,PREGABALIN,antikonvulsan,active_alias,PREGABALIN,curated_rule,,PREGABALIN
PREGABALIN,PREGABALIN,antikonvulsan,product,PREGABALIN,curated_rule,GKL1405049701A1 | GKL1405049701B1 | GKL1533533601A1 | GKL1533533601B1 | GKL1613712301A1 | GKL1704526501A1 | GKL1704526501B1 | GKL1808519101A1 | GKL1812429301A1 | GKL1812429301B1 | GKL1826012901A1 | GKL1826012901B1 | GKL1831541001A1 | GKL1831541001B1 | GKL1909324401A1 | GKL1909324401B1 | GKL2019934501A1 | GKL2043004601A1 | GKL2043004601B1 | GKL2126012901C1 | GKL2126012901D1 | GKL2133217001A1 | GKL2133217001B1 | GKL2202366901A1 | GKL2215634701A1 | GKL2215634701B1 | GKL2235311301A1 | GKL2235311301B1 | GKL2240816601A1 | GKL2402366901B1 | GKL2519620601A1 | GKL2540816601B1 | GKL2635311301C1,PREGABALIN
PREGABALIN 150,PREGABALIN 150,antikonvulsan,product,PREGABALIN,curated_rule,GKL1405049701B1,PREGABALIN
PREGABALIN 75,PREGABALIN 75,antikonvulsan,product,PREGABALIN,curated_rule,GKL1405049701A1,PREGABALIN
PREGAMAX-150,PREGAMAX 150,antikonvulsan,product,PREGABALIN,curated_rule,DKL2028208901B1,PREGABALIN
PREGAMAX-75,PREGAMAX 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL2028208901A1,PREGABALIN
PREGAMEP 50,PREGAMEP 50,antikonvulsan,product,PREGABALIN,curated_rule,DKL2115631501C1,PREGABALIN
PREGAMEP 75,PREGAMEP 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL2115631501B1,PREGABALIN
PREGAPAIN,PREGAPAIN,antikonvulsan,product,PREGABALIN,curated_rule,DKL2202366801A1 | DKL2402366801B1,PREGABALIN
PREGEX,PREGEX,antikonvulsan,product,PREGABALIN,curated_rule,DKL2043500801C1,PREGABALIN
PRELIN 75,PRELIN 75,antikonvulsan,product,PREGABALIN,curated_rule,DKL1613712201A1,PREGABALIN
PRESCHOL,PRESCHOL,statin,product,SIMVASTATIN,curated_rule,DKL0533205617A1,SIMVASTATIN
PRIX 25,PRIX 25,ace_arb,product,CAPTOPRIL,curated_rule,DKL9728909710B1,CAPTOPRIL
PRO-CETA,PRO CETA,nsaid,product,IBUPROFEN,curated_rule,DTL1928916604A1,IBUPROFEN | PARACETAMOL. IBUPROFEN
PROFECOM,PROFECOM,nsaid,product,KETOPROFEN,curated_rule,DKL0104126953A1,KETOPROFEN
PROFEN,PROFEN,nsaid,product,IBUPROFEN,curated_rule,DTL0308012833A1,IBUPROFEN
PROFENID,PROFENID,nsaid,product,KETOPROFEN,curated_rule,DKL0121200853A1,KETOPROFEN
PROFENOL,PROFENOL,nsaid,product,IBUPROFEN,curated_rule,DTL2440504733A1,IBUPROFEN
PROGALIN,PROGALIN,antikonvulsan,product,PREGABALIN,curated_rule,DKL2133216901A1 | DKL2133216901B1,PREGABALIN
PROGESIC,PROGESIC,nsaid,product,IBUPROFEN,curated_rule,DTL2200916904A1,PARACETAMOL. IBUPROFEN
PROGRAF,PROGRAF,imunosupresan,product,TACROLIMUS,curated_rule,DKI1108000201A1 | DKI1108000201B1,TACROLIMUS
PROGRAF XL,PROGRAF XL,imunosupresan,product,TACROLIMUS,curated_rule,DKI1308000303A1 | DKI1308000303B1 | DKI1708000303D1,TACROLIMUS
PROLECIN,PROLECIN,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0433205217A1 | DKL1333212949A1 | DKL2533205209B1,LEVOFLOXACIN HEMIHYDRATE
PROLEVOX 500,PROLEVOX 500,antibiotik_fluorokuinolon,product,LEVOFLOXACIN,curated_rule,DKL0315617417B1,LEVOFLOXACIN HEMIHYDRATE
PROPYLTHIOURACIL,PROPYLTHIOURACIL,tiroid,active_alias,PROPYLTHIOURACIL,curated_rule,,PROPYLTHIOURACIL
PROPYLTHIOURACIL,PROPYLTHIOURACIL,tiroid,product,PROPYLTHIOURACIL,curated_rule,GKL9405013010A1 | LKE20055137,PROPYLTHIOURACIL
PRORIS,PRORIS,nsaid,product,IBUPROFEN,curated_rule,DKL0121625953A1 | DTL9621619109A1 | DTL9821620633A1,IBUPROFEN
PRORIS FORTE,PRORIS FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL9921620633B1,IBUPROFEN
PROSIC (RASA JERUK),PROSIC RASA JERUK,nsaid,product,IBUPROFEN,curated_rule,DTL0527804133A1,IBUPROFEN
PROSINAL,PROSINAL,nsaid,product,IBUPROFEN,curated_rule,DTL0435300233A1,IBUPROFEN
PROSINAL FORTE,PROSINAL FORTE,nsaid,product,IBUPROFEN,curated_rule,DKL2035302333B1 | DTL2035302333B1,IBUPROFEN
PROSTANAC - 50,PROSTANAC 50,nsaid,product,DICLOFENAC,curated_rule,DKL9221005907B1,DICLOFENAC SODIUM
PROSTIMIX,PROSTIMIX,tiroid,product,PROPYLTHIOURACIL,curated_rule,DKL1909225410A1,PROPYLTHIOURACIL
PROTAMOL,PROTAMOL,nsaid,product,IBUPROFEN,curated_rule,DTL2113028310A1,PARACETAMOL. IBUPROFEN. CAFFEINE. DEXCHLORPHENIRAMINE MALEATE
PROTAMOL,PROTAMOL,xantin,product,CAFFEINE,curated_rule,DTL2113028310A1,PARACETAMOL. IBUPROFEN. CAFFEINE. DEXCHLORPHENIRAMINE MALEATE
