Nomor Registrasi,Nama Produk,product_name_norm,Zat_Aktif,zat_aktif_norm,drug_category,match_pattern,match_type,source
DKL1302505017A1,SUVESCO 10,SUVESCO 10,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1302505017B1,SUVESCO 20,SUVESCO 20,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1302505109A1,SUVESCO 40,SUVESCO 40,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1008516217A1,SVT 10,SVT 10,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1008516217B1,SVT 20,SVT 20,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DBL2006512004A1,TABOS,TABOS,PARACETAMOL. CAFFEINE,PARACETAMOL CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DTL2006512204A1,TABOS EXTRA,TABOS EXTRA,PARACETAMOL. CAFFEINE. IBUPROFEN,PARACETAMOL CAFFEINE IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DTL2006512204A1,TABOS EXTRA,TABOS EXTRA,PARACETAMOL. CAFFEINE. IBUPROFEN,PARACETAMOL CAFFEINE IBUPROFEN,xantin,CAFFEINE,token_substring,curated_rule
DTL2006512110A1,TABOS SP,TABOS SP,PARACETAMOL. IBUPROFEN,PARACETAMOL IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKI2355900301A1,TACSOGRAF,TACSOGRAF,TACROLIMUS,TACROLIMUS,imunosupresan,TACROLIMUS,token_substring,curated_rule
DKI2355900301B1,TACSOGRAF,TACSOGRAF,TACROLIMUS,TACROLIMUS,imunosupresan,TACROLIMUS,token_substring,curated_rule
DKI2355900301C1,TACSOGRAF,TACSOGRAF,TACROLIMUS,TACROLIMUS,imunosupresan,TACROLIMUS,token_substring,curated_rule
DTL1906511528A1,TAFAREN,TAFAREN,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DKI0167600346A1,TARIVID,TARIVID,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKI2167601446A1,TARIVID,TARIVID,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKI9855600148A1,TARIVID,TARIVID,OFLOXACIN,OFLOXACIN,antibiotik_fluorokuinolon,OFLOXACIN,token_substring,curated_rule
DKL1428406017A1,TAVORA 10,TAVORA 10,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL2504431717A1,TAVORA 10,TAVORA 10,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1428406017B1,TAVORA 20,TAVORA 20,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL2504431717B1,TAVORA 20,TAVORA 20,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,statin,ATORVASTATIN,token_substring,curated_rule
DKL1933544610A1,TAZOVELL,TAZOVELL,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,antidiabetes,PIOGLITAZONE,token_substring,curated_rule
DKL2133552510A1,TAZOVELL,TAZOVELL,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,antidiabetes,PIOGLITAZONE,token_substring,curated_rule
DKL9300911004A1,TEAMIC 500,TEAMIC 500,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKI0801700114A1,TEGRETOL CR,TEGRETOL CR,CARBAMAZEPINE,CARBAMAZEPINE,antikonvulsan,CARBAMAZEPINE,token_substring,curated_rule
GKL1705056910A1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL1705056910B1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2033548910A1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2133548910B1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2204530910A1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2222263404A1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2222263404B1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2313325704A1,TELMISARTAN,TELMISARTAN,TELMISARTAN POWDER 23.9,TELMISARTAN POWDER 23 9,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2313325704B1,TELMISARTAN,TELMISARTAN,TELMISARTAN POWDER 23.9,TELMISARTAN POWDER 23 9,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2404530910B1,TELMISARTAN,TELMISARTAN,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2443504110A1,TELMISARTAN,TELMISARTAN,Telmisartan 40 mg,TELMISARTAN 40 MG,ace_arb,TELMISARTAN,token_substring,curated_rule
GKL2443504110B1,TELMISARTAN,TELMISARTAN,Telmisartan 80 mg,TELMISARTAN 80 MG,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2443504210A1,TELMITAR,TELMITAR,Telmisartan 40 mg,TELMISARTAN 40 MG,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2443504210B1,TELMITAR,TELMITAR,Telmisartan 80 mg,TELMISARTAN 80 MG,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2511648710A1,TELMIVASK 40,TELMIVASK 40,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2511648710B1,TELMIVASK 80,TELMIVASK 80,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2204530810A1,TELMIZ,TELMIZ,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2404530810B1,TELMIZ 40,TELMIZ 40,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL1734606910A1,TELSAT,TELSAT,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL1734606910B1,TELSAT,TELSAT,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2234616310A1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2234616310A1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2234616310B1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2234616310B1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2234616310C1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2234616310C1,TELSAT AM,TELSAT AM,TELMISARTAN. AMLODIPINE BESILATE,TELMISARTAN AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DTL2524404633A1,TEMPRAFEN,TEMPRAFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL9004112610B1,TENACE 10,TENACE 10,ENALAPRIL MALEATE,ENALAPRIL MALEATE,ace_arb,ENALAPRIL,token_substring,curated_rule
DKL9004112610C1,TENACE 5,TENACE 5,ENALAPRIL MALEATE,ENALAPRIL MALEATE,ace_arb,ENALAPRIL,token_substring,curated_rule
DKL1307919404B1,TENSIBLAT - 10,TENSIBLAT 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL1307919404A1,TENSIBLAT - 5,TENSIBLAT 5,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL9522208310C1,"TENSICAP 12,5",TENSICAP 12 5,CAPTOPRIL,CAPTOPRIL,ace_arb,CAPTOPRIL,token_substring,curated_rule
DKL9122208310B1,TENSICAP 25,TENSICAP 25,CAPTOPRIL,CAPTOPRIL,ace_arb,CAPTOPRIL,token_substring,curated_rule
DKL2523417210A1,TENSIFOR 16,TENSIFOR 16,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,ace_arb,CANDESARTAN,token_substring,curated_rule
DKL2523417210B1,TENSIFOR 8,TENSIFOR 8,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,ace_arb,CANDESARTAN,token_substring,curated_rule
DKL2213029210A1,TENSINEL,TENSINEL,RAMIPRIL,RAMIPRIL,ace_arb,RAMIPRIL,token_substring,curated_rule
DKL9222212210B1,TENSINOP 10,TENSINOP 10,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
DKL9222212210A1,TENSINOP 5,TENSINOP 5,LISINOPRIL DIHYDRATE,LISINOPRIL DIHYDRATE,ace_arb,LISINOPRIL,token_substring,curated_rule
DKL1019616017A1,TENSIRA 150,TENSIRA 150,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
DKL1019616017B1,TENSIRA 300,TENSIRA 300,IRBESARTAN,IRBESARTAN,ace_arb,IRBESARTAN,token_substring,curated_rule
DKL9405014110A1,TENSIVASK,TENSIVASK,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL2217630609A1,TENSOR 160,TENSOR 160,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL2317631517A1,TENSOR 80,TENSOR 80,VALSARTAN,VALSARTAN,ace_arb,VALSARTAN,token_substring,curated_rule
DKL8805004810A1,TEOSAL,TEOSAL,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL8805004810A1,TEOSAL,TEOSAL,SALBUTAMOL SULFATE. THEOPHYLLINE,SALBUTAMOL SULFATE THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL9318811309A1,TEQUINOL,TEQUINOL,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,antibiotik_fluorokuinolon,CIPROFLOXACIN,token_substring,curated_rule
DKL0708014343A1,TERANOL,TERANOL,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1008015617A1,TERANOL - 10,TERANOL 10,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL8509202230A1,TERIKORTIN,TERIKORTIN,HYDROCORTISONE ACETATE. TETRACYCLINE HYDROCHLORIDE,HYDROCORTISONE ACETATE TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL0334002301A2,TETRACYCLINE HCI,TETRACYCLINE HCI,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL0101704301B1,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL0334002301A1,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL0734007501A1,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL1817101501B1,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL9517101501A1,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL9517101501A2,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL9517101501A3,TETRACYCLINE HCL,TETRACYCLINE HCL,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL0101704301A1,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL1536705001A1,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
GKL2205519301A1,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
DKL1817112401B1,TETRAHOLI,TETRAHOLI,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,antibiotik_tetrasiklin,TETRACYCLINE,token_substring,curated_rule
DTL9217607837A1,THEOBRON,THEOBRON,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DTL9317608101A1,THEOBRON,THEOBRON,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
GKL2605069906A1,THEOPHYLLINE,THEOPHYLLINE,THEOPHYLLINE,THEOPHYLLINE,xantin,THEOPHYLLINE,token_substring,curated_rule
DKL0704519610B1,THERAVASK 10,THERAVASK 10,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
DKL0704519610A1,THERAVASK 5,THERAVASK 5,AMLODIPINE BESILATE,AMLODIPINE BESILATE,ccb,AMLODIPINE,token_substring,curated_rule
GKL1933546417A1,THIAMAZOLE,THIAMAZOLE,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
GKL2033546417B1,THIAMAZOLE,THIAMAZOLE,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
DKL1904529215A1,THROMBO ASPILETS,THROMBO ASPILETS,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DKL2304529215A1,THROMBO ASPILETS,THROMBO ASPILETS,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DTL0526110928A1,THROMBOGEL,THROMBOGEL,HEPARIN SODIUM,HEPARIN SODIUM,antikoagulan,HEPARIN,token_substring,curated_rule
DTL7226108930A1,THROMBOPHOB,THROMBOPHOB,HEPARIN SODIUM. BENZYL NICOTINATE,HEPARIN SODIUM BENZYL NICOTINATE,antikoagulan,HEPARIN,token_substring,curated_rule
DTL8526103028A1,THROMBOPHOB,THROMBOPHOB,HEPARIN SODIUM,HEPARIN SODIUM,antikoagulan,HEPARIN,token_substring,curated_rule
DTL2526112428A1,THROMBOVOREN,THROMBOVOREN,HEPARIN SODIUM,HEPARIN SODIUM,antikoagulan,HEPARIN,token_substring,curated_rule
DTL2526112428A1,THROMBOVOREN,THROMBOVOREN,DICLOFENAC DIETHYLAMINE,DICLOFENAC DIETHYLAMINE,nsaid,DICLOFENAC,token_substring,curated_rule
DTL1415717028A1,THROMECON,THROMECON,HEPARIN SODIUM,HEPARIN SODIUM,antikoagulan,HEPARIN,token_substring,curated_rule
DKI0063401417A2,THYROZOL,THYROZOL,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
DKI0063401417B2,THYROZOL,THYROZOL,THIAMAZOLE,THIAMAZOLE,tiroid,THIAMAZOLE,token_substring,curated_rule
DTL0701802733A1,TIAFEN,TIAFEN,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1101803217A1,TIAFEN-400,TIAFEN 400,IBUPROFEN,IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL1316911517A1,TIANVAS 10,TIANVAS 10,SIMVASTATIN,SIMVASTATIN,statin,SIMVASTATIN,token_substring,curated_rule
DKL1733537010A1,TIAVELL,TIAVELL,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,tiroid,LEVOTHYROXINE,token_substring,curated_rule
DKI2154801017A1,TIDYP,TIDYP,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DTL8501800309A1,TIFALSIC,TIFALSIC,PARACETAMOL. IBUPROFEN,PARACETAMOL IBUPROFEN,nsaid,IBUPROFEN,token_substring,curated_rule
DKL0301801909A1,TIFESTAN FORTE,TIFESTAN FORTE,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL0913315201A1,TINEURON,TINEURON,GABAPENTIN,GABAPENTIN,antikonvulsan,GABAPENTIN,token_substring,curated_rule
DKL2133549010B1,TINOV 40,TINOV 40,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL2033549010A1,TINOV 80,TINOV 80,TELMISARTAN,TELMISARTAN,ace_arb,TELMISARTAN,token_substring,curated_rule
DKL1905518717A1,TINTAROS,TINTAROS,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DKL1905518717B1,TINTAROS,TINTAROS,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,statin,ROSUVASTATIN,token_substring,curated_rule
DBL7210602423A1,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,ACETYLSALICYLIC ACID,ACETYLSALICYLIC ACID,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DBL7210602423A1,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE,ACETYLSALICYLIC ACID PARACETAMOL CAFFEINE,nsaid,ACETYLSALICYLIC,token_substring,curated_rule
DBL7210602423A1,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,CAFFEINE,CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DBL7210602423A1,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,TJIE THUN HUN OBAT SAKIT KEPALA CAP 19,ACETYLSALICYLIC ACID. PARACETAMOL. CAFFEINE,ACETYLSALICYLIC ACID PARACETAMOL CAFFEINE,xantin,CAFFEINE,token_substring,curated_rule
DKL1213317643A1,TOFEDEX,TOFEDEX,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKI1060000710A1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI1060000710B1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI1060000710C1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI1210900501A1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI1210900501B1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI2210902201A1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI2210902201B1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI2260002010A1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI2260002010B1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKI2260002010C1,TOPAMAX,TOPAMAX,TOPIRAMATE,TOPIRAMATE,antikonvulsan,TOPIRAMATE,token_substring,curated_rule
DKL2444409217A1,TOPGESIC,TOPGESIC,MEFENAMIC ACID,MEFENAMIC ACID,nsaid,MEFENAMIC,token_substring,curated_rule
DKL1618828317A1,TORAMINE,TORAMINE,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL0604425417A1,TORASIC,TORASIC,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL0304421743B1,TORASIC 30,TORASIC 30,KETOROLAC TROMETAMOL,KETOROLAC TROMETAMOL,nsaid,KETOROLAC,token_substring,curated_rule
DKL1817627617A1,TORDEX,TORDEX,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL1917628143A1,TORDEX,TORDEX,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKL2513715917A1,TORIPAIN 60,TORIPAIN 60,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2513715917B1,TORIPAIN 90,TORIPAIN 90,ETORICOXIB,ETORICOXIB,nsaid,ETORICOXIB,token_substring,curated_rule
DKL2413715543A1,TOXFEN,TOXFEN,DEXKETOPROFEN TROMETAMOL,DEXKETOPROFEN TROMETAMOL,nsaid,DEXKETOPROFEN,token_substring,curated_rule
DKI1152502817A1,TRAJENTA,TRAJENTA,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2265800117A1,TRAJENTA,TRAJENTA,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2465800217A1,TRAJENTA,TRAJENTA,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI1352503017A1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,LINAGLIPTIN METFORMIN HYDROCHLORIDE,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI1352503017A1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,LINAGLIPTIN METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI1352503017B1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,LINAGLIPTIN METFORMIN HYDROCHLORIDE,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI1352503017B1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN. METFORMIN HYDROCHLORIDE,LINAGLIPTIN METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI1352503017C1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI1352503017C1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2160500117A1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2160500117A1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2160500117B1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2160500117B1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2160500117C1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2160500117C1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE. LINAGLIPTIN,METFORMIN HYDROCHLORIDE LINAGLIPTIN,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2460500217A1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2460500217A1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2460500217B1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2460500217B1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
DKI2460500217C1,TRAJENTA DUO,TRAJENTA DUO,LINAGLIPTIN,LINAGLIPTIN,antidiabetes,LINAGLIPTIN,token_substring,curated_rule
DKI2460500217C1,TRAJENTA DUO,TRAJENTA DUO,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,antidiabetes,METFORMIN,token_substring,curated_rule
